IES.PADRE,IES,Programa Académico,GÉNERO,AÑO,Semestre,Total Matriculados
5802,UNIVERSIDAD ECCI,TECNOLOGIA EN AUTOMATIZACION Y ROBOTICA INDUSTRIAL,HOMBRE,2017,1,30
5802,UNIVERSIDAD ECCI,TECNOLOGIA EN AUTOMATIZACION Y ROBOTICA INDUSTRIAL,MUJER,2017,1,2
5802,UNIVERSIDAD ECCI,DERECHO,HOMBRE,2017,1,6
5802,UNIVERSIDAD ECCI,DERECHO,MUJER,2017,1,16
5802,UNIVERSIDAD ECCI,MAESTRIA EN INGENIERIA,HOMBRE,2017,1,15
5802,UNIVERSIDAD ECCI,MAESTRIA EN INGENIERIA,MUJER,2017,1,1
5802,UNIVERSIDAD ECCI,TECNOLOGIA EN GESTION DE COMERCIO EXTERIOR,HOMBRE,2018,1,209
5802,UNIVERSIDAD ECCI,PROFESIONAL EN LENGUAS MODERNAS,HOMBRE,2018,1,691
5802,UNIVERSIDAD ECCI,COMERCIO INTERNACIONAL,HOMBRE,2018,1,199
5802,UNIVERSIDAD ECCI,COMERCIO INTERNACIONAL,MUJER,2018,1,306
5802,UNIVERSIDAD ECCI,CONTADURÍA PÚBLICA,HOMBRE,2018,1,48
5802,UNIVERSIDAD ECCI,CONTADURÍA PÚBLICA,MUJER,2018,1,128
5802,UNIVERSIDAD ECCI,ESPECIALIZACION EN PRODUCCION Y LOGISTICA INTERNACIONAL,HOMBRE,2018,1,16
5802,UNIVERSIDAD ECCI,ESPECIALIZACION EN PRODUCCION Y LOGISTICA INTERNACIONAL,MUJER,2018,1,9
5802,UNIVERSIDAD ECCI,ESPECIALIZACION EN GERENCIA DE MANTENIMIENTO,HOMBRE,2018,1,79
5802,UNIVERSIDAD ECCI,ESPECIALIZACION EN GERENCIA DE MANTENIMIENTO,MUJER,2018,1,10
5802,UNIVERSIDAD ECCI,INGENIERIA ELECTRONICA,HOMBRE,2018,1,394
5802,UNIVERSIDAD ECCI,INGENIERIA ELECTRONICA,MUJER,2018,1,59
5802,UNIVERSIDAD ECCI,INGENIERIA DE SISTEMAS,HOMBRE,2018,1,451
5802,UNIVERSIDAD ECCI,INGENIERIA DE SISTEMAS,MUJER,2018,1,126
5802,UNIVERSIDAD ECCI,INGENIERIA BIOMEDICA,HOMBRE,2018,1,168
5802,UNIVERSIDAD ECCI,INGENIERIA BIOMEDICA,MUJER,2018,1,142
5802,UNIVERSIDAD ECCI,INGENIERIA AMBIENTAL,HOMBRE,2018,1,403
5802,UNIVERSIDAD ECCI,INGENIERIA AMBIENTAL,MUJER,2018,1,765
5802,UNIVERSIDAD ECCI,INGENIERIA INDUSTRIAL,HOMBRE,2018,1,745
5802,UNIVERSIDAD ECCI,INGENIERIA INDUSTRIAL,MUJER,2018,1,626
5802,UNIVERSIDAD ECCI,INGENIERIA MECANICA,HOMBRE,2018,1,1051
5802,UNIVERSIDAD ECCI,INGENIERIA MECANICA,MUJER,2018,1,55
5802,UNIVERSIDAD ECCI,INGENIERIA DE PLASTICOS,HOMBRE,2018,1,13
5802,UNIVERSIDAD ECCI,INGENIERIA DE PLASTICOS,MUJER,2018,1,8
5802,UNIVERSIDAD ECCI,DISEÑO DE MODAS,HOMBRE,2018,1,9
5802,UNIVERSIDAD ECCI,DISEÑO DE MODAS,MUJER,2018,1,64
5802,UNIVERSIDAD ECCI,PROFESIONAL EN LENGUAS MODERNAS,MUJER,2018,1,1216
5802,UNIVERSIDAD ECCI,MERCADEO Y PUBLICIDAD,HOMBRE,2018,1,108
5802,UNIVERSIDAD ECCI,MERCADEO Y PUBLICIDAD,MUJER,2018,1,148
5802,UNIVERSIDAD ECCI,TECNOLOGIA EN GESTION CONTABLE,HOMBRE,2018,1,95
5802,UNIVERSIDAD ECCI,TECNOLOGIA EN GESTION CONTABLE,MUJER,2018,1,123
5802,UNIVERSIDAD ECCI,TECNOLOGIA EN SOPORTE DE TELECOMUNICACIONES,HOMBRE,2018,1,133
5802,UNIVERSIDAD ECCI,TECNOLOGIA EN SOPORTE DE TELECOMUNICACIONES,MUJER,2018,1,20
5802,UNIVERSIDAD ECCI,TECNOLOGIA EN ELECTRONICA INDUSTRIAL,HOMBRE,2018,1,281
5802,UNIVERSIDAD ECCI,TECNOLOGIA EN ELECTRONICA INDUSTRIAL,MUJER,2018,1,42
5802,UNIVERSIDAD ECCI,TECNOLOGIA EN DESARROLLO AMBIENTAL,HOMBRE,2018,1,633
5802,UNIVERSIDAD ECCI,TECNOLOGIA EN DESARROLLO AMBIENTAL,MUJER,2018,1,816
5802,UNIVERSIDAD ECCI,ENFERMERIA,HOMBRE,2018,1,52
5802,UNIVERSIDAD ECCI,ENFERMERIA,MUJER,2018,1,200
5802,UNIVERSIDAD ECCI,TECNOLOGIA EN DESARROLLO INFORMATICO,HOMBRE,2018,1,547
5802,UNIVERSIDAD ECCI,TECNOLOGIA EN DESARROLLO INFORMATICO,MUJER,2018,1,100
5802,UNIVERSIDAD ECCI,TECNOLOGIA EN GESTION DE PROCESOS INDUSTRIALES,HOMBRE,2018,1,1067
5802,UNIVERSIDAD ECCI,TECNOLOGIA EN GESTION DE PROCESOS INDUSTRIALES,MUJER,2018,1,768
5802,UNIVERSIDAD ECCI,TECNOLOGIA EN ELECTROMEDICINA,HOMBRE,2018,1,235
5802,UNIVERSIDAD ECCI,TECNOLOGIA EN ELECTROMEDICINA,MUJER,2018,1,241
5802,UNIVERSIDAD ECCI,TECNOLOGIA EN MECANICA INDUSTRIAL,HOMBRE,2018,1,487
5802,UNIVERSIDAD ECCI,TECNOLOGIA EN MECANICA INDUSTRIAL,MUJER,2018,1,52
5802,UNIVERSIDAD ECCI,TECNOLOGIA EN MECANICA AUTOMOTRIZ,HOMBRE,2018,1,1852
5802,UNIVERSIDAD ECCI,TECNOLOGIA EN MECANICA AUTOMOTRIZ,MUJER,2018,1,119
5802,UNIVERSIDAD ECCI,TECNICA PROFESIONAL EN MECANICA AUTOMOTRIZ,HOMBRE,2018,1,49
5802,UNIVERSIDAD ECCI,TECNICA PROFESIONAL EN MECANICA AUTOMOTRIZ,MUJER,2018,1,3
5802,UNIVERSIDAD ECCI,TECNICA PROFESIONAL EN MECANICA AUTOMOTRIZ,HOMBRE,2018,1,1
5802,UNIVERSIDAD ECCI,TECNOLOGIA EN GESTION DE COMERCIO EXTERIOR,MUJER,2018,1,239
5802,UNIVERSIDAD ECCI,INGENIERIA MECATRONICA,HOMBRE,2018,1,285
5802,UNIVERSIDAD ECCI,INGENIERIA MECATRONICA,MUJER,2018,1,36
5802,UNIVERSIDAD ECCI,TECNOLOGIA EN AUTOMATIZACION Y ROBOTICA INDUSTRIAL,HOMBRE,2018,1,768
5802,UNIVERSIDAD ECCI,TECNOLOGIA EN AUTOMATIZACION Y ROBOTICA INDUSTRIAL,MUJER,2018,1,115
5802,UNIVERSIDAD ECCI,TECNOLOGIA EN PROCESAMIENTO DE PLASTICOS,HOMBRE,2018,1,27
5802,UNIVERSIDAD ECCI,TECNOLOGIA EN PROCESAMIENTO DE PLASTICOS,MUJER,2018,1,15
5802,UNIVERSIDAD ECCI,TECNOLOGIA EN CREACION Y PRODUCCION DE MODA,HOMBRE,2018,1,40
5802,UNIVERSIDAD ECCI,TECNOLOGIA EN CREACION Y PRODUCCION DE MODA,MUJER,2018,1,169
5802,UNIVERSIDAD ECCI,ESPECIALIZACION EN GERENCIA DE LA SEGURIDAD Y SALUD EN EL TRABAJO,HOMBRE,2018,1,49
5802,UNIVERSIDAD ECCI,ESPECIALIZACION EN GERENCIA DE LA SEGURIDAD Y SALUD EN EL TRABAJO,MUJER,2018,1,131
5802,UNIVERSIDAD ECCI,ESTADÍSTICA,HOMBRE,2018,1,16
5802,UNIVERSIDAD ECCI,ESTADÍSTICA,MUJER,2018,1,11
5802,UNIVERSIDAD ECCI,ESPECIALIZACION EN GERENCIA DE LA SEGURIDAD Y SALUD EN EL TRABAJO,HOMBRE,2018,1,223
5802,UNIVERSIDAD ECCI,ESPECIALIZACION EN GERENCIA DE LA SEGURIDAD Y SALUD EN EL TRABAJO,MUJER,2018,1,450
5802,UNIVERSIDAD ECCI,ESPECIALIZACIÓN EN EDUCACIÓN PARA LA SOSTENIBILIDAD AMBIENTAL,HOMBRE,2018,1,11
5802,UNIVERSIDAD ECCI,ESPECIALIZACIÓN EN EDUCACIÓN PARA LA SOSTENIBILIDAD AMBIENTAL,MUJER,2018,1,29
5802,UNIVERSIDAD ECCI,TECNOLOGIA EN MERCADEO Y DISEÑO PUBLICITARIO,HOMBRE,2018,1,341
5802,UNIVERSIDAD ECCI,TECNOLOGIA EN MERCADEO Y DISEÑO PUBLICITARIO,MUJER,2018,1,360
5802,UNIVERSIDAD ECCI,PROFESIONAL EN LENGUAS MODERNAS,HOMBRE,2018,1,84
5802,UNIVERSIDAD ECCI,PROFESIONAL EN LENGUAS MODERNAS,MUJER,2018,1,163
5802,UNIVERSIDAD ECCI,ESPECIALIZACION EN INNOVACION DOCENTE MEDIADA POR TIC,HOMBRE,2018,1,10
5802,UNIVERSIDAD ECCI,ESPECIALIZACION EN INNOVACION DOCENTE MEDIADA POR TIC,MUJER,2018,1,7
5802,UNIVERSIDAD ECCI,TECNOLOGIA EN GESTION DEL COMERCIO EXTERIOR,HOMBRE,2018,1,11
5802,UNIVERSIDAD ECCI,TECNOLOGIA EN GESTION DEL COMERCIO EXTERIOR,MUJER,2018,1,14
5802,UNIVERSIDAD ECCI,TECNOLOGIA EN GESTION GASTRONOMICA,HOMBRE,2018,1,139
5802,UNIVERSIDAD ECCI,TECNOLOGIA EN GESTION GASTRONOMICA,MUJER,2018,1,80
5802,UNIVERSIDAD ECCI,TECNOLOGIA EN GESTION DE PROCESOS INDUSTRIALES,HOMBRE,2018,1,33
5802,UNIVERSIDAD ECCI,TECNOLOGIA EN GESTION DE PROCESOS INDUSTRIALES,MUJER,2018,1,20
5802,UNIVERSIDAD ECCI,MAESTRIA EN GERENCIA DE TECNOLOGIAS DE LA INFORMACION Y COMUNICACION TIC,HOMBRE,2018,1,26
5802,UNIVERSIDAD ECCI,MAESTRIA EN GERENCIA DE TECNOLOGIAS DE LA INFORMACION Y COMUNICACION TIC,MUJER,2018,1,12
5802,UNIVERSIDAD ECCI,INGENIERIA MECATRONICA,HOMBRE,2018,1,18
5802,UNIVERSIDAD ECCI,TECNOLOGIA EN AUTOMATIZACION Y ROBOTICA INDUSTRIAL,HOMBRE,2018,1,63
5802,UNIVERSIDAD ECCI,TECNOLOGIA EN AUTOMATIZACION Y ROBOTICA INDUSTRIAL,MUJER,2018,1,10
5802,UNIVERSIDAD ECCI,DERECHO,HOMBRE,2018,1,26
5802,UNIVERSIDAD ECCI,DERECHO,MUJER,2018,1,31
5802,UNIVERSIDAD ECCI,MAESTRIA EN INGENIERIA,HOMBRE,2018,1,35
5802,UNIVERSIDAD ECCI,MAESTRIA EN INGENIERIA,MUJER,2018,1,5
5802,UNIVERSIDAD ECCI,COMERCIO INTERNACIONAL,HOMBRE,2019,1,163
5802,UNIVERSIDAD ECCI,COMERCIO INTERNACIONAL,MUJER,2019,1,239
5802,UNIVERSIDAD ECCI,CONTADURÍA PÚBLICA,HOMBRE,2019,1,63
5802,UNIVERSIDAD ECCI,CONTADURÍA PÚBLICA,MUJER,2019,1,150
5802,UNIVERSIDAD ECCI,ESPECIALIZACION EN PRODUCCION Y LOGISTICA INTERNACIONAL,HOMBRE,2019,1,33
5802,UNIVERSIDAD ECCI,ESPECIALIZACION EN PRODUCCION Y LOGISTICA INTERNACIONAL,MUJER,2019,1,15
5802,UNIVERSIDAD ECCI,ESPECIALIZACION EN GERENCIA DE MANTENIMIENTO,HOMBRE,2019,1,64
5802,UNIVERSIDAD ECCI,ESPECIALIZACION EN GERENCIA DE MANTENIMIENTO,MUJER,2019,1,8
5802,UNIVERSIDAD ECCI,ESPECIALIZACION EN GERENCIA DE INGENIERIA HOSPITALARIA,HOMBRE,2019,1,3
5802,UNIVERSIDAD ECCI,ESPECIALIZACION EN GERENCIA DE INGENIERIA HOSPITALARIA,MUJER,2019,1,8
5802,UNIVERSIDAD ECCI,ESPECIALIZACION EN TELECOMUNICACIONES INALAMBRICAS,HOMBRE,2019,1,1
5802,UNIVERSIDAD ECCI,INGENIERIA ELECTRONICA,HOMBRE,2019,1,344
5802,UNIVERSIDAD ECCI,INGENIERIA ELECTRONICA,MUJER,2019,1,48
5802,UNIVERSIDAD ECCI,INGENIERIA DE SISTEMAS,HOMBRE,2019,1,491
5802,UNIVERSIDAD ECCI,INGENIERIA DE SISTEMAS,MUJER,2019,1,111
5802,UNIVERSIDAD ECCI,INGENIERIA BIOMEDICA,HOMBRE,2019,1,167
5802,UNIVERSIDAD ECCI,INGENIERIA BIOMEDICA,MUJER,2019,1,153
5802,UNIVERSIDAD ECCI,INGENIERIA AMBIENTAL,HOMBRE,2019,1,416
5802,UNIVERSIDAD ECCI,INGENIERIA AMBIENTAL,MUJER,2019,1,747
5802,UNIVERSIDAD ECCI,INGENIERIA INDUSTRIAL,HOMBRE,2019,1,735
5802,UNIVERSIDAD ECCI,INGENIERIA INDUSTRIAL,MUJER,2019,1,648
5802,UNIVERSIDAD ECCI,INGENIERIA MECANICA,HOMBRE,2019,1,1134
5802,UNIVERSIDAD ECCI,INGENIERIA MECANICA,MUJER,2019,1,56
5802,UNIVERSIDAD ECCI,INGENIERIA DE PLASTICOS,HOMBRE,2019,1,16
5802,UNIVERSIDAD ECCI,INGENIERIA DE PLASTICOS,MUJER,2019,1,6
5802,UNIVERSIDAD ECCI,DISEÑO DE MODAS,HOMBRE,2019,1,14
5802,UNIVERSIDAD ECCI,DISEÑO DE MODAS,MUJER,2019,1,65
5802,UNIVERSIDAD ECCI,PROFESIONAL EN LENGUAS MODERNAS,HOMBRE,2019,1,780
5802,UNIVERSIDAD ECCI,PROFESIONAL EN LENGUAS MODERNAS,MUJER,2019,1,1419
5802,UNIVERSIDAD ECCI,TECNICA PROFESIONAL EN MECANICA AUTOMOTRIZ,HOMBRE,2019,1,19
5802,UNIVERSIDAD ECCI,TECNICA PROFESIONAL EN MECANICA AUTOMOTRIZ,MUJER,2019,1,1
5802,UNIVERSIDAD ECCI,MERCADEO Y PUBLICIDAD,HOMBRE,2019,1,111
5802,UNIVERSIDAD ECCI,MERCADEO Y PUBLICIDAD,MUJER,2019,1,166
5802,UNIVERSIDAD ECCI,TECNOLOGIA EN GESTION CONTABLE,HOMBRE,2019,1,80
5802,UNIVERSIDAD ECCI,TECNOLOGIA EN GESTION CONTABLE,MUJER,2019,1,90
5802,UNIVERSIDAD ECCI,TECNOLOGIA EN SOPORTE DE TELECOMUNICACIONES,HOMBRE,2019,1,92
5802,UNIVERSIDAD ECCI,TECNOLOGIA EN SOPORTE DE TELECOMUNICACIONES,MUJER,2019,1,14
5802,UNIVERSIDAD ECCI,TECNOLOGIA EN ELECTRONICA INDUSTRIAL,HOMBRE,2019,1,277
5802,UNIVERSIDAD ECCI,TECNOLOGIA EN ELECTRONICA INDUSTRIAL,MUJER,2019,1,28
5802,UNIVERSIDAD ECCI,TECNOLOGIA EN DESARROLLO AMBIENTAL,HOMBRE,2019,1,401
5802,UNIVERSIDAD ECCI,TECNOLOGIA EN DESARROLLO AMBIENTAL,MUJER,2019,1,425
5802,UNIVERSIDAD ECCI,ENFERMERIA,HOMBRE,2019,1,44
5802,UNIVERSIDAD ECCI,ENFERMERIA,MUJER,2019,1,166
5802,UNIVERSIDAD ECCI,TECNOLOGIA EN DESARROLLO INFORMATICO,HOMBRE,2019,1,551
5802,UNIVERSIDAD ECCI,TECNOLOGIA EN DESARROLLO INFORMATICO,MUJER,2019,1,97
5802,UNIVERSIDAD ECCI,TECNOLOGIA EN GESTION DE PROCESOS INDUSTRIALES,HOMBRE,2019,1,873
5802,UNIVERSIDAD ECCI,TECNOLOGIA EN GESTION DE PROCESOS INDUSTRIALES,MUJER,2019,1,686
5802,UNIVERSIDAD ECCI,TECNOLOGIA EN ELECTROMEDICINA,HOMBRE,2019,1,181
5802,UNIVERSIDAD ECCI,TECNOLOGIA EN ELECTROMEDICINA,MUJER,2019,1,205
5802,UNIVERSIDAD ECCI,TECNOLOGIA EN MECANICA INDUSTRIAL,HOMBRE,2019,1,447
5802,UNIVERSIDAD ECCI,TECNOLOGIA EN MECANICA INDUSTRIAL,MUJER,2019,1,49
5802,UNIVERSIDAD ECCI,TECNOLOGIA EN MECANICA AUTOMOTRIZ,HOMBRE,2019,1,1826
5802,UNIVERSIDAD ECCI,TECNOLOGIA EN MECANICA AUTOMOTRIZ,MUJER,2019,1,107
5802,UNIVERSIDAD ECCI,TECNOLOGIA EN GESTION DE COMERCIO EXTERIOR,HOMBRE,2019,1,203
5802,UNIVERSIDAD ECCI,TECNOLOGIA EN GESTION DE COMERCIO EXTERIOR,MUJER,2019,1,221
5802,UNIVERSIDAD ECCI,INGENIERIA MECATRONICA,HOMBRE,2019,1,356
5802,UNIVERSIDAD ECCI,INGENIERIA MECATRONICA,MUJER,2019,1,50
5802,UNIVERSIDAD ECCI,TECNOLOGIA EN AUTOMATIZACION Y ROBOTICA INDUSTRIAL,HOMBRE,2019,1,835
5802,UNIVERSIDAD ECCI,TECNOLOGIA EN AUTOMATIZACION Y ROBOTICA INDUSTRIAL,MUJER,2019,1,110
5802,UNIVERSIDAD ECCI,TECNOLOGIA EN PROCESAMIENTO DE PLASTICOS,HOMBRE,2019,1,19
5802,UNIVERSIDAD ECCI,TECNOLOGIA EN PROCESAMIENTO DE PLASTICOS,MUJER,2019,1,14
5802,UNIVERSIDAD ECCI,TECNOLOGIA EN CREACION Y PRODUCCION DE MODA,HOMBRE,2019,1,36
5802,UNIVERSIDAD ECCI,TECNOLOGIA EN CREACION Y PRODUCCION DE MODA,MUJER,2019,1,162
5802,UNIVERSIDAD ECCI,ESPECIALIZACION EN GERENCIA DE LA SEGURIDAD Y SALUD EN EL TRABAJO,HOMBRE,2019,1,61
5802,UNIVERSIDAD ECCI,ESPECIALIZACION EN GERENCIA DE LA SEGURIDAD Y SALUD EN EL TRABAJO,MUJER,2019,1,158
5802,UNIVERSIDAD ECCI,ESTADÍSTICA,HOMBRE,2019,1,29
5802,UNIVERSIDAD ECCI,ESTADÍSTICA,MUJER,2019,1,15
5802,UNIVERSIDAD ECCI,ESPECIALIZACION EN GERENCIA DE LA SEGURIDAD Y SALUD EN EL TRABAJO,HOMBRE,2019,1,336
5802,UNIVERSIDAD ECCI,ESPECIALIZACION EN GERENCIA DE LA SEGURIDAD Y SALUD EN EL TRABAJO,MUJER,2019,1,683
5802,UNIVERSIDAD ECCI,ESPECIALIZACIÓN EN EDUCACIÓN PARA LA SOSTENIBILIDAD AMBIENTAL,HOMBRE,2019,1,6
5802,UNIVERSIDAD ECCI,ESPECIALIZACIÓN EN EDUCACIÓN PARA LA SOSTENIBILIDAD AMBIENTAL,MUJER,2019,1,10
5802,UNIVERSIDAD ECCI,TECNOLOGIA EN MERCADEO Y DISEÑO PUBLICITARIO,HOMBRE,2019,1,342
5802,UNIVERSIDAD ECCI,TECNOLOGIA EN MERCADEO Y DISEÑO PUBLICITARIO,MUJER,2019,1,373
5802,UNIVERSIDAD ECCI,PROFESIONAL EN LENGUAS MODERNAS,HOMBRE,2019,1,156
5802,UNIVERSIDAD ECCI,PROFESIONAL EN LENGUAS MODERNAS,MUJER,2019,1,298
5802,UNIVERSIDAD ECCI,ESPECIALIZACION EN INNOVACION DOCENTE MEDIADA POR TIC,HOMBRE,2019,1,11
5802,UNIVERSIDAD ECCI,ESPECIALIZACION EN INNOVACION DOCENTE MEDIADA POR TIC,MUJER,2019,1,16
5802,UNIVERSIDAD ECCI,TECNOLOGIA EN GESTION DEL COMERCIO EXTERIOR,HOMBRE,2019,1,16
5802,UNIVERSIDAD ECCI,TECNOLOGIA EN GESTION DEL COMERCIO EXTERIOR,MUJER,2019,1,23
5802,UNIVERSIDAD ECCI,COMERCIO INTERNACIONAL,HOMBRE,2019,1,2
5802,UNIVERSIDAD ECCI,COMERCIO INTERNACIONAL,MUJER,2019,1,3
5802,UNIVERSIDAD ECCI,PROFESIONAL EN GASTRONOMIA,HOMBRE,2019,1,4
5802,UNIVERSIDAD ECCI,PROFESIONAL EN GASTRONOMIA,MUJER,2019,1,6
5802,UNIVERSIDAD ECCI,TECNOLOGIA EN GESTION GASTRONOMICA,HOMBRE,2019,1,229
5802,UNIVERSIDAD ECCI,TECNOLOGIA EN GESTION GASTRONOMICA,MUJER,2019,1,138
5802,UNIVERSIDAD ECCI,INGENIERIA INDUSTRIAL,HOMBRE,2019,1,5
5802,UNIVERSIDAD ECCI,INGENIERIA INDUSTRIAL,MUJER,2019,1,3
5802,UNIVERSIDAD ECCI,TECNOLOGIA EN GESTION DE PROCESOS INDUSTRIALES,HOMBRE,2019,1,61
5802,UNIVERSIDAD ECCI,TECNOLOGIA EN GESTION DE PROCESOS INDUSTRIALES,MUJER,2019,1,38
5802,UNIVERSIDAD ECCI,MAESTRIA EN GERENCIA DE TECNOLOGIAS DE LA INFORMACION Y COMUNICACION TIC,HOMBRE,2019,1,44
5802,UNIVERSIDAD ECCI,MAESTRIA EN GERENCIA DE TECNOLOGIAS DE LA INFORMACION Y COMUNICACION TIC,MUJER,2019,1,19
5802,UNIVERSIDAD ECCI,INGENIERIA MECATRONICA,HOMBRE,2019,1,18
5802,UNIVERSIDAD ECCI,INGENIERIA MECATRONICA,MUJER,2019,1,1
5802,UNIVERSIDAD ECCI,TECNOLOGIA EN AUTOMATIZACION Y ROBOTICA INDUSTRIAL,HOMBRE,2019,1,109
5802,UNIVERSIDAD ECCI,TECNOLOGIA EN AUTOMATIZACION Y ROBOTICA INDUSTRIAL,MUJER,2019,1,11
5802,UNIVERSIDAD ECCI,DERECHO,HOMBRE,2019,1,39
5802,UNIVERSIDAD ECCI,DERECHO,MUJER,2019,1,58
5802,UNIVERSIDAD ECCI,MAESTRIA EN INGENIERIA,HOMBRE,2019,1,31
5802,UNIVERSIDAD ECCI,MAESTRIA EN INGENIERIA,MUJER,2019,1,7
5802,UNIVERSIDAD ECCI,TECNOLOGIA EN PROCESOS QUIMICOS INDUSTRIALES,HOMBRE,2019,1,55
5802,UNIVERSIDAD ECCI,TECNOLOGIA EN PROCESOS QUIMICOS INDUSTRIALES,MUJER,2019,1,56
5802,UNIVERSIDAD ECCI,TECNOLOGIA EN MANTENIMIENTO DE EQUIPOS BIOMEDICOS,HOMBRE,2019,1,78
5802,UNIVERSIDAD ECCI,TECNOLOGIA EN MANTENIMIENTO DE EQUIPOS BIOMEDICOS,MUJER,2019,1,68
5802,UNIVERSIDAD ECCI,INGENIERIA AMBIENTAL,HOMBRE,2019,1,36
5802,UNIVERSIDAD ECCI,INGENIERIA AMBIENTAL,MUJER,2019,1,37
5802,UNIVERSIDAD ECCI,INGENIERIA INDUSTRIAL,MUJER,2020,1,7
5802,UNIVERSIDAD ECCI,CONTADURÍA PÚBLICA,MUJER,2020,1,107
5802,UNIVERSIDAD ECCI,INGENIERIA INDUSTRIAL,HOMBRE,2020,1,5
5802,UNIVERSIDAD ECCI,COMERCIO INTERNACIONAL,HOMBRE,2020,1,136
5802,UNIVERSIDAD ECCI,COMERCIO INTERNACIONAL,MUJER,2020,1,230
5802,UNIVERSIDAD ECCI,CONTADURÍA PÚBLICA,HOMBRE,2020,1,54
5802,UNIVERSIDAD ECCI,ESPECIALIZACION EN PRODUCCION Y LOGISTICA INTERNACIONAL,HOMBRE,2020,1,2
5802,UNIVERSIDAD ECCI,ESPECIALIZACION EN GERENCIA DE MANTENIMIENTO,HOMBRE,2020,1,60
5802,UNIVERSIDAD ECCI,ESPECIALIZACION EN GERENCIA DE MANTENIMIENTO,MUJER,2020,1,8
5802,UNIVERSIDAD ECCI,ESPECIALIZACION EN GERENCIA DE INGENIERIA HOSPITALARIA,HOMBRE,2020,1,3
5802,UNIVERSIDAD ECCI,ESPECIALIZACION EN GERENCIA DE INGENIERIA HOSPITALARIA,MUJER,2020,1,8
5802,UNIVERSIDAD ECCI,INGENIERIA ELECTRONICA,HOMBRE,2020,1,304
5802,UNIVERSIDAD ECCI,INGENIERIA ELECTRONICA,MUJER,2020,1,46
5802,UNIVERSIDAD ECCI,INGENIERIA DE SISTEMAS,HOMBRE,2020,1,461
5802,UNIVERSIDAD ECCI,INGENIERIA DE SISTEMAS,MUJER,2020,1,102
5802,UNIVERSIDAD ECCI,INGENIERIA BIOMEDICA,HOMBRE,2020,1,155
5802,UNIVERSIDAD ECCI,INGENIERIA BIOMEDICA,MUJER,2020,1,171
5802,UNIVERSIDAD ECCI,INGENIERIA AMBIENTAL,HOMBRE,2020,1,287
5802,UNIVERSIDAD ECCI,INGENIERIA AMBIENTAL,MUJER,2020,1,508
5802,UNIVERSIDAD ECCI,INGENIERIA INDUSTRIAL,HOMBRE,2020,1,657
5802,UNIVERSIDAD ECCI,INGENIERIA INDUSTRIAL,MUJER,2020,1,598
5802,UNIVERSIDAD ECCI,INGENIERIA MECANICA,HOMBRE,2020,1,1144
5802,UNIVERSIDAD ECCI,INGENIERIA MECANICA,MUJER,2020,1,66
5802,UNIVERSIDAD ECCI,INGENIERIA DE PLASTICOS,HOMBRE,2020,1,13
5802,UNIVERSIDAD ECCI,INGENIERIA DE PLASTICOS,MUJER,2020,1,5
5802,UNIVERSIDAD ECCI,DISEÑO DE MODAS,HOMBRE,2020,1,13
5802,UNIVERSIDAD ECCI,DISEÑO DE MODAS,MUJER,2020,1,71
5802,UNIVERSIDAD ECCI,PROFESIONAL EN LENGUAS MODERNAS,HOMBRE,2020,1,850
5802,UNIVERSIDAD ECCI,PROFESIONAL EN LENGUAS MODERNAS,MUJER,2020,1,1544
5802,UNIVERSIDAD ECCI,MERCADEO Y PUBLICIDAD,HOMBRE,2020,1,112
5802,UNIVERSIDAD ECCI,MERCADEO Y PUBLICIDAD,MUJER,2020,1,171
5802,UNIVERSIDAD ECCI,TECNOLOGIA EN GESTION CONTABLE,HOMBRE,2020,1,68
5802,UNIVERSIDAD ECCI,TECNOLOGIA EN GESTION CONTABLE,MUJER,2020,1,108
5802,UNIVERSIDAD ECCI,TECNOLOGIA EN SOPORTE DE TELECOMUNICACIONES,HOMBRE,2020,1,89
5802,UNIVERSIDAD ECCI,TECNOLOGIA EN SOPORTE DE TELECOMUNICACIONES,MUJER,2020,1,17
5802,UNIVERSIDAD ECCI,TECNOLOGIA EN ELECTRONICA INDUSTRIAL,HOMBRE,2020,1,237
5802,UNIVERSIDAD ECCI,TECNOLOGIA EN ELECTRONICA INDUSTRIAL,MUJER,2020,1,25
5802,UNIVERSIDAD ECCI,TECNOLOGIA EN DESARROLLO AMBIENTAL,HOMBRE,2020,1,211
5802,UNIVERSIDAD ECCI,TECNOLOGIA EN DESARROLLO AMBIENTAL,MUJER,2020,1,201
5802,UNIVERSIDAD ECCI,ENFERMERIA,HOMBRE,2020,1,32
5802,UNIVERSIDAD ECCI,ENFERMERIA,MUJER,2020,1,103
5802,UNIVERSIDAD ECCI,TECNOLOGIA EN DESARROLLO INFORMATICO,HOMBRE,2020,1,495
5802,UNIVERSIDAD ECCI,TECNOLOGIA EN DESARROLLO INFORMATICO,MUJER,2020,1,84
5802,UNIVERSIDAD ECCI,TECNOLOGIA EN GESTION DE PROCESOS INDUSTRIALES,HOMBRE,2020,1,720
5802,UNIVERSIDAD ECCI,TECNOLOGIA EN GESTION DE PROCESOS INDUSTRIALES,MUJER,2020,1,543
5802,UNIVERSIDAD ECCI,TECNOLOGIA EN ELECTROMEDICINA,HOMBRE,2020,1,110
5802,UNIVERSIDAD ECCI,TECNOLOGIA EN ELECTROMEDICINA,MUJER,2020,1,111
